model_shape_name,simulation_level,backend_variant,timing_scope,weight_source,checkpoint_dir,checkpoint_block_index,device,dtype,batch_size,seq_len,tokens,d_model,d_ff,n_experts,top_k,num_shared_experts,shared_expert_intermediate_size,expert_type,activation,bias_semantics,expert_bias_max_abs,mean_forward_ms,std_forward_ms,memory_preflight_enabled,memory_preflight_estimated_bytes,memory_preflight_base_estimated_bytes,memory_preflight_cuda_free_bytes,memory_preflight_cuda_total_bytes,memory_preflight_allowed_bytes,memory_preflight_fraction,memory_preflight_safety_multiplier,ms_per_input_token,assignments,router_flops,active_expert_flops_per_token,active_expert_tflops_per_second,tokens_per_second,ms_per_assignment,padding_factor,phase_profile,phase_path,phase_profile_warmup,phase_profile_iters,phase_sort_ms,phase_histogram_ms,phase_cumsum_ms,phase_capacity_decision_wall_ms,phase_gather_ms,phase_expert_mlp_ms,phase_scatter_ms,phase_gpu_sum_ms,phase_expert_capacity,moe_op_profile,moe_op_profile_scope,moe_op_profile_warmup,moe_op_profile_iters,moe_op_path,moe_op_expert_capacity,moe_op_router_projection_matmul_ms,moe_op_topk_selection_ms,moe_op_selected_softmax_gating_ms,moe_op_expert_block_dispatch_compute_combine_ms,moe_op_gate_multiply_combine_ms,moe_op_output_layout_to_nano_ms,moe_op_main_replay_sum_ms,moe_op_profile_note,tokens_per_expert_min,tokens_per_expert_max,tokens_per_expert_mean,tokens_per_expert_std,expert_imbalance,check_output,correctness_passed,outlier_abs_threshold,max_abs_vs_reference,mean_abs_vs_reference,max_rel_vs_reference,aux_loss_abs_diff,router_expert_set_mismatch_count,router_gate_max_abs,outlier_diagnosis,label
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,32,128,4096,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,0.580351996421814,0.004096007347106967,True,19907942,14746624,9893314560,10351935488,9398648832,0.95,1.35,0.00014168749912641944,8192,4194304,524288,3.7003123298281144,7057785.66327689,7.084374956320972e-05,1.02197265625,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,standard_moe_binned,2093,0.01822720021009445,0.03031040132045746,0.005529600009322166,0.4050144195556641,0.0839680016040802,0.008089599758386612,0.4671712208539248,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,1994,2093,2048.0,41.358192443847656,1.02197265625,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok4096_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,32,128,4096,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.043212890625,0.3533079981803894,0.00033520460128785845,True,36894873,27329536,9893314560,10351935488,9398648832,0.95,1.35,8.625683549325913e-05,8192,4194304,524288,6.078219737622677,11593284.106488567,4.312841774662956e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok4096_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,64,128,8192,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,0.754636812210083,0.00015358924865721546,True,38398924,28443648,9893314560,10351935488,9398648832,0.95,1.35,9.211875149048865e-05,16384,8388608,524288,5.691436233307321,10855553.118338244,4.605937574524433e-05,1.0,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,dmoe_grouped,0,0.019046400487422944,0.04780800044536591,0.0063231997191905975,0.6432767868041992,0.08130559921264649,0.008191999793052674,0.7246463872492312,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,4029,4139,4096.0,40.755367279052734,1.010498046875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok8192_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,64,128,8192,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,0.5884047985076903,0.0018720149993896595,True,38398924,28443648,9893314560,10351935488,9398648832,0.95,1.35,7.18267576303333e-05,16384,8388608,524288,7.299341043602767,13922388.159947904,3.591337881516665e-05,1.010498046875,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,standard_moe_binned,4139,0.019247999787330626,0.0477183997631073,0.0060384001582860945,0.43531198501586915,0.08543040156364441,0.008294399827718735,0.5166111845523119,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,4029,4139,4096.0,40.755367279052734,1.010498046875,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok8192_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,64,128,8192,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.043212890625,0.613912010192871,7.839202880860485e-05,True,72372787,53609472,9893314560,10351935488,9398648832,0.95,1.35,7.494043093174695e-05,16384,8388608,524288,6.9960633196452084,13343931.807794968,3.7470215465873474e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok8192_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,128,128,16384,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,1.1947192192077636,0.0006839752197266291,True,75380889,55837696,9893314560,10351935488,9398648832,0.95,1.35,7.291987421922385e-05,32768,16777216,524288,7.189919149116991,13713682.459100707,3.6459937109611926e-05,1.0,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,dmoe_grouped,0,0.019475199282169342,0.0877568006515503,0.005734400078654289,1.0221568107604981,0.0843775987625122,0.01802240014076233,1.1531456109136344,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,8126,8273,8192.0,53.50233459472656,1.0098876953125,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok16384_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,128,128,16384,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,0.8689408302307129,0.0002304077148437278,True,75380889,55837696,9893314560,10351935488,9398648832,0.95,1.35,5.3035939345136285e-05,32768,16777216,524288,9.885523033506532,18855138.84259516,2.6517969672568142e-05,1.0098876953125,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,standard_moe_binned,8273,0.017510400712490083,0.08581119775772095,0.00562559999525547,0.698367977142334,0.08785920143127442,0.018003199994564057,0.8253183756023645,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,8126,8273,8192.0,53.50233459472656,1.0098876953125,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok16384_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,128,128,16384,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.043212890625,1.1201792240142823,7.681846618656785e-05,True,143328614,106169344,9893314560,10351935488,9398648832,0.95,1.35,6.837031396571547e-05,32768,16777216,524288,7.66835735554624,14626230.9180188,3.4185156982857735e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok16384_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,256,128,32768,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,2.0883440017700194,0.0031728744506835938,True,149344819,110625792,9893314560,10351935488,9398648832,0.95,1.35,6.37312012258917e-05,65536,33554432,524288,8.226551358128184,15690901.485687608,3.186560061294585e-05,1.0,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,dmoe_grouped,0,0.020582400262355804,0.16383999586105347,0.005763199925422668,1.8107135772705079,0.1311743974685669,0.031206399202346802,2.0321055725216866,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,16183,16485,16384.0,119.79357147216797,1.00616455078125,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok32768_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,256,128,32768,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,1.4709951877593994,0.006623983383178711,True,149344819,110625792,9893314560,10351935488,9398648832,0.95,1.35,4.4891210563946515e-05,65536,33554432,524288,11.679079120692537,22276075.593361925,2.2445605281973258e-05,1.00616455078125,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,standard_moe_binned,16485,0.019644799828529357,0.16128000020980834,0.005632000043988228,1.189244842529297,0.1315840005874634,0.03112959861755371,1.4069312412291766,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,16183,16485,16384.0,119.79357147216797,1.00616455078125,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok32768_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,256,128,32768,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.043212890625,2.0965864181518556,0.0035352706909179688,True,285240268,211289088,9893314560,10351935488,9398648832,0.95,1.35,6.398273981176317e-05,65536,33554432,524288,8.194209900083242,15629215.049902424,3.1991369905881586e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok32768_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,512,128,65536,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,3.864323234558105,0.015766334533691362,True,297272678,220201984,9893314560,10351935488,9398648832,0.95,1.35,5.8964893105439836e-05,131072,67108864,524288,8.891528032832667,16959243.837037407,2.9482446552719918e-05,1.0,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,dmoe_grouped,0,0.03061760067939758,0.34979839324951173,0.005939200147986412,3.2893951416015623,0.24842240810394287,0.05713919997215271,3.732889535650611,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,32421,32968,32768.0,218.29910278320312,1.006103515625,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok65536_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_moe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,512,128,65536,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,2.734379196166992,0.0022464752197266513,True,297272678,220201984,9893314560,10351935488,9398648832,0.95,1.35,4.172331537120044e-05,131072,67108864,524288,12.565827891085814,23967414.64821971,2.086165768560022e-05,1.006103515625,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,standard_moe_binned,32968,0.030720001459121703,0.3527679920196533,0.005939200147986412,2.1855232238769533,0.24606719017028808,0.05734400153160095,2.6322944190353157,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,32421,32968,32768.0,218.29910278320312,1.006103515625,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok65536_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,512,128,65536,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.043212890625,4.096096801757813,0.013716125488281161,True,569063577,421528576,9893314560,10351935488,9398648832,0.95,1.35,6.250147707760335e-05,131072,67108864,524288,8.388409754685178,15999621.877069812,3.1250738538801675e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok65536_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,1024,128,131072,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,7.412403106689453,0.05445098876953125,True,593128396,439354368,9893314560,10351935488,9398648832,0.95,1.35,5.6552147725597024e-05,262144,134217728,524288,9.270876900095045,17682794.380369272,2.8276073862798512e-05,1.0,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,dmoe_grouped,0,0.05529599785804749,0.64235520362854,0.005632000043988228,6.393446350097657,0.48258237838745116,0.10987520217895508,7.206604753807188,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,65331,65780,65536.0,199.44046020507812,1.00372314453125,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok131072_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,1024,128,131072,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.043212890625,7.898953628540039,0.07672004699707013,True,1136710195,842007552,9893314560,10351935488,9398648832,0.95,1.35,6.026423361618072e-05,262144,134217728,524288,8.69982025058443,16593590.260666713,3.013211680809036e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok131072_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,2048,128,262144,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,14.482713317871095,0.0008956909179689276,True,1184839833,877659136,9893314560,10351935488,9398648832,0.95,1.35,5.524716689251364e-05,524288,268435456,524288,9.489862186418188,18100475.666843772,2.762358344625682e-05,1.0,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,dmoe_grouped,0,0.10444799661636353,1.25982723236084,0.006265600025653839,12.66872329711914,0.955174446105957,0.2150399923324585,14.254304118454456,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,130719,131555,131072.0,303.7622375488281,1.0036849975585938,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok262144_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,reference_dense_ffn,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,2048,128,262144,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.043212890625,15.508089447021483,0.1413948059082033,True,2272003430,1682965504,9893314560,10351935488,9398648832,0.95,1.35,5.915866640862077e-05,524288,268435456,524288,8.862403969329492,16903694.09433268,2.9579333204310385e-05,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok262144_t128_bfloat16_trained_nano_checkpoint
nano_moe_jax,exact_adapter,megablocks_dmoe,moe_layer,trained_nano_checkpoint,results/trained_nano_moe_checkpoint,0,cuda,bfloat16,4096,128,524288,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.043212890625,28.732235717773438,0.0077056884765625,True,2368262707,1754268672,9893314560,10351935488,9398648832,0.95,1.35,5.480239051394165e-05,1048576,536870912,524288,9.566881938601234,18247379.185869664,2.7401195256970823e-05,1.0,,,,,,,,,,,,,,True,moe_layer_logical_replay,3,10,dmoe_grouped,0,0.20295679569244385,2.4801279067993165,0.0068512000143527985,25.179545593261718,1.8993120193481445,0.42414078712463377,28.293622282892468,Independent diagnostic timings. expert_block is the whole MegaBlocks expert path; gate_multiply_combine is the weighted scatter/combine subset and is not additive with expert_block.,261744,262714,262144.0,356.0329895019531,1.0021743774414062,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok524288_t128_bfloat16_trained_nano_checkpoint
